close,high,low,open,volume,baseVolume,conversionType,conversionSymbol,datetime
6797.87,6822.64,6766.0,6778.19,2286.5,15553605.66,force_direct,,2020-04-03 06:00:00
6931.46,6955.0,6785.88,6797.87,7839.23,54030789.87,force_direct,,2020-04-03 07:00:00
6925.68,6977.83,6867.0,6931.46,6117.16,42272005.09,force_direct,,2020-04-03 08:00:00
6958.82,6976.8,6890.01,6925.68,3909.58,27089630.55,force_direct,,2020-04-03 09:00:00
7015.69,7048.0,6910.0,6958.82,6166.14,42978082.05,force_direct,,2020-04-03 10:00:00
7004.42,7038.21,6931.0,7015.69,5618.16,39195148.4,force_direct,,2020-04-03 11:00:00
6917.32,7013.87,6834.63,7004.42,8380.48,58120564.78,force_direct,,2020-04-03 12:00:00
6843.38,6943.9,6821.0,6917.32,6378.09,43954098.84,force_direct,,2020-04-03 13:00:00
6789.27,6860.54,6716.0,6843.38,7652.21,51986434.7,force_direct,,2020-04-03 14:00:00
6711.9,6828.0,6672.1,6789.27,8348.02,56239071.16,force_direct,,2020-04-03 15:00:00
6751.96,6770.0,6602.1,6711.9,9082.94,60649867.69,force_direct,,2020-04-03 16:00:00
6716.56,6810.24,6666.2,6751.96,4510.08,30328352.5,force_direct,,2020-04-03 17:00:00
6747.51,6755.88,6676.21,6716.56,3065.17,20593030.69,force_direct,,2020-04-03 18:00:00
6768.15,6789.0,6735.51,6747.51,2769.79,18730977.66,force_direct,,2020-04-03 19:00:00
6694.06,6813.0,6675.94,6768.15,4018.15,27140334.19,force_direct,,2020-04-03 20:00:00
6727.68,6754.71,6667.33,6694.06,2280.56,15310214.75,force_direct,,2020-04-03 21:00:00
6764.65,6773.99,6709.0,6727.68,1478.69,9960242.01,force_direct,,2020-04-03 22:00:00
6734.1,6779.92,6716.34,6764.65,1567.44,10584302.78,force_direct,,2020-04-03 23:00:00
6754.44,6769.61,6713.12,6734.1,1431.57,9645589.85,force_direct,,2020-04-04 00:00:00
6756.82,6802.94,6742.99,6754.44,2309.6,15635716.56,force_direct,,2020-04-04 01:00:00
6682.67,6759.3,6677.78,6756.82,1927.75,12958904.16,force_direct,,2020-04-04 02:00:00
6696.19,6714.92,6666.44,6682.67,1821.96,12191455.61,force_direct,,2020-04-04 03:00:00
6715.38,6733.33,6685.2,6696.19,1196.81,8037382.11,force_direct,,2020-04-04 04:00:00
6729.07,6766.83,6708.01,6715.38,1641.45,11052588.7,force_direct,,2020-04-04 05:00:00
6728.17,6736.59,6694.44,6729.07,1354.58,9100500.13,force_direct,,2020-04-04 06:00:00
6729.54,6740.0,6715.45,6728.17,1116.58,7512479.63,force_direct,,2020-04-04 07:00:00
6782.11,6782.74,6728.73,6729.54,2274.1,15365747.32,force_direct,,2020-04-04 08:00:00
6837.51,6860.0,6740.81,6782.11,4667.11,31775505.42,force_direct,,2020-04-04 09:00:00
6873.18,6891.0,6806.0,6837.51,4817.88,33037911.95,force_direct,,2020-04-04 10:00:00
